,Start,Target,Distance
12685,Singapore,Newcastle-on-Tyne,10877
12686,Singapore,Odessa,8622
12687,Singapore,Osaka,4943
12688,Singapore,Oslo,10067
12689,Singapore,Panama City,18818
12690,Singapore,Paramaribo,17574
12691,Singapore,Paris,10748
12692,Singapore,Perth,3898
12693,Singapore,Plymouth,11162
12694,Singapore,Port Moresby,4929
12695,Singapore,Prague,9865
12696,Singapore,Rangoon,1939
12697,Singapore,Reykjavk,11531
12698,Singapore,Rio de Janeiro,15722
12699,Singapore,Rome,10037
12700,Singapore,Salvador,15671
12701,Singapore,Santiago,16388
12702,Singapore,St. Petersburg,8984
12703,Singapore,So Paulo,15978
12704,Singapore,Shanghai,3806
12705,Singapore,Singapore,0
12706,Singapore,Sofia,9145
12707,Singapore,Stockholm,9654
12708,Singapore,Sydney,6279
12709,Singapore,Tananarive,6544
12710,Singapore,Teheran,6596
12711,Singapore,Tokyo,5320
12712,Singapore,Tripoli,9999
12713,Singapore,Venice,10033
12714,Singapore,Veracruz,16859
12715,Singapore,Vienna,9726
12716,Singapore,Vladivostok,5431
12717,Singapore,Warsaw,9417
12718,Singapore,Wellington,8515
12719,Singapore,Zrich,10312
12720,Sofia,Aberdeen,2408
12721,Sofia,Adelaide,14476
12722,Sofia,Algiers,1849
12723,Sofia,Amsterdam,1747
12724,Sofia,Ankara,856
12725,Sofia,Asuncin,11193
12726,Sofia,Athens,523
12727,Sofia,Auckland,17501
12728,Sofia,Bangkok,7934
12729,Sofia,Barcelona,1750
12730,Sofia,Beijing,7354
12731,Sofia,Belm,8646
12732,Sofia,Belfast,2500
12733,Sofia,Belgrade,332
12734,Sofia,Berlin,1319
12735,Sofia,Birmingham,2167
12736,Sofia,Bogot,10282
12737,Sofia,Bombay,5308
12738,Sofia,Bordeaux,1923
12739,Sofia,Bremen,1579
12740,Sofia,Brisbane,15224
12741,Sofia,Bristol,2177
12742,Sofia,Brussels,1700
12743,Sofia,Bucharest,296
12744,Sofia,Budapest,632
12745,Sofia,Buenos Aires,11930
12746,Sofia,Cairo,1575
12747,Sofia,Calcutta,6325
12748,Sofia,Canton,8285
12749,Sofia,Cape Town,8530
12750,Sofia,Caracas,9250
12751,Sofia,Cayenne,8471
12752,Sofia,Chihuahua,10551
12753,Sofia,Chongqing,7304
12754,Sofia,Copenhagen,1639
12755,Sofia,Crdoba,12125
12756,Sofia,Dakar,4976
12757,Sofia,Darwin,12370
12758,Sofia,Djibouti,3955
12759,Sofia,Dublin,2475
12760,Sofia,Durban,8104
12761,Sofia,Edinburgh,2396
12762,Sofia,Frankfurt,1391
12763,Sofia,Georgetown,8812
12764,Sofia,Glasgow,2453
12765,Sofia,Guatemala City,10752
12766,Sofia,Guayaquil,11252
12767,Sofia,Hamburg,1556
12768,Sofia,Hammerfest,3109
12769,Sofia,Havana,9477
12770,Sofia,Helsinki,1949
12771,Sofia,Hobart,15530
12772,Sofia,Hong Kong,8414
12773,Sofia,Iquique,11783
12774,Sofia,Irkutsk,5846
12775,Sofia,Jakarta,9949
12776,Sofia,Johannesburg,7672
12777,Sofia,Kingston,9459
12778,Sofia,Kinshasa,5285
12779,Sofia,Kuala Lumpur,8821
12780,Sofia,La Paz,11374
12781,Sofia,Leeds,2196
12782,Sofia,Lima,11751
12783,Sofia,Lisbon,2755
12784,Sofia,Liverpool,2274
12785,Sofia,London,2015
12786,Sofia,Lyons,1510
12787,Sofia,Madrid,2253
12788,Sofia,Manchester,2231
12789,Sofia,Manila,9520
12790,Sofia,Marseilles,1462
12791,Sofia,Mazatln,11064
12792,Sofia,Mecca,2806
12793,Sofia,Melbourne,15128
12794,Sofia,Mexico City,10944
12795,Sofia,Milan,1171
12796,Sofia,Montevideo,11800
12797,Sofia,Moscow,1778
12798,Sofia,Munich,1098
12799,Sofia,Nagasaki,8787
12800,Sofia,Nagoya,9054
12801,Sofia,Nairobi,5087
12802,Sofia,Nanjing (Nanking),8070
12803,Sofia,Naples,780
12804,Sofia,New Delhi,5022
12805,Sofia,Newcastle-on-Tyne,2261
12806,Sofia,Odessa,725
12807,Sofia,Osaka,9011
12808,Sofia,Oslo,2104
12809,Sofia,Panama City,10365
12810,Sofia,Paramaribo,8641
12811,Sofia,Paris,1759
12812,Sofia,Perth,12533
12813,Sofia,Plymouth,2250
12814,Sofia,Port Moresby,13450
12815,Sofia,Prague,1069
12816,Sofia,Rangoon,7344
12817,Sofia,Reykjavk,3704
12818,Sofia,Rio de Janeiro,9973
12819,Sofia,Rome,898
12820,Sofia,Salvador,8808
12821,Sofia,Santiago,12750
12822,Sofia,St. Petersburg,1977
12823,Sofia,So Paulo,10250
12824,Sofia,Shanghai,8320
12825,Sofia,Singapore,9145
12826,Sofia,Sofia,0
12827,Sofia,Stockholm,1882
12828,Sofia,Sydney,15424
12829,Sofia,Tananarive,7274
12830,Sofia,Teheran,2552
12831,Sofia,Tokyo,9180
12832,Sofia,Tripoli,1397
12833,Sofia,Venice,930
12834,Sofia,Veracruz,10770
12835,Sofia,Vienna,824
12836,Sofia,Vladivostok,8119
12837,Sofia,Warsaw,1077
12838,Sofia,Wellington,17661
12839,Sofia,Zrich,1273
12840,Stockholm,Aberdeen,1201
12841,Stockholm,Adelaide,14992
12842,Stockholm,Algiers,2720
12843,Stockholm,Amsterdam,1122
12844,Stockholm,Ankara,2392
12845,Stockholm,Asuncin,11635
12846,Stockholm,Athens,2404
12847,Stockholm,Auckland,17014
12848,Stockholm,Bangkok,8268
12849,Stockholm,Barcelona,2274
12850,Stockholm,Beijing,6711
12851,Stockholm,Belm,8845
12852,Stockholm,Belfast,1534
12853,Stockholm,Belgrade,1611
12854,Stockholm,Berlin,807
12855,Stockholm,Birmingham,1453
12856,Stockholm,Bogot,9704
12857,Stockholm,Bombay,6231
12858,Stockholm,Bordeaux,2033
12859,Stockholm,Bremen,893
12860,Stockholm,Brisbane,15106
12861,Stockholm,Bristol,1556
12862,Stockholm,Brussels,1273
12863,Stockholm,Bucharest,1740
12864,Stockholm,Budapest,1311
12865,Stockholm,Buenos Aires,12554
12866,Stockholm,Cairo,3403
12867,Stockholm,Calcutta,6755
12868,Stockholm,Canton,8100
12869,Stockholm,Cape Town,10363
12870,Stockholm,Caracas,8729
12871,Stockholm,Cayenne,8441
12872,Stockholm,Chihuahua,8982
12873,Stockholm,Chongqing,7117
12874,Stockholm,Copenhagen,518
12875,Stockholm,Crdoba,12558
12876,Stockholm,Dakar,5747
12877,Stockholm,Darwin,12483
12878,Stockholm,Djibouti,5705
12879,Stockholm,Dublin,1626
12880,Stockholm,Durban,9985
12881,Stockholm,Edinburgh,1311
12882,Stockholm,Frankfurt,1181
12883,Stockholm,Georgetown,8586
12884,Stockholm,Glasgow,1377
12885,Stockholm,Guatemala City,9627
12886,Stockholm,Guayaquil,10667
12887,Stockholm,Hamburg,804
12888,Stockholm,Hammerfest,1287
12889,Stockholm,Havana,8380
12890,Stockholm,Helsinki,401
12891,Stockholm,Hobart,16152
12892,Stockholm,Hong Kong,8224
12893,Stockholm,Iquique,11822
12894,Stockholm,Irkutsk,5047
12895,Stockholm,Jakarta,10535
12896,Stockholm,Johannesburg,9549
12897,Stockholm,Kingston,8566
12898,Stockholm,Kinshasa,7074
12899,Stockholm,Kuala Lumpur,9347
12900,Stockholm,La Paz,11373
12901,Stockholm,Leeds,1341
12902,Stockholm,Lima,11440
12903,Stockholm,Lisbon,2984
12904,Stockholm,Liverpool,1443
12905,Stockholm,London,1425
12906,Stockholm,Lyons,1743
12907,Stockholm,Madrid,2586
12908,Stockholm,Manchester,1397
12909,Stockholm,Manila,9330
12910,Stockholm,Marseilles,1973
12911,Stockholm,Mazatln,9542
12912,Stockholm,Mecca,4541
12913,Stockholm,Melbourne,15598
12914,Stockholm,Mexico City,9586
12915,Stockholm,Milan,1648
12916,Stockholm,Montevideo,12475
12917,Stockholm,Moscow,1226
12918,Stockholm,Munich,1309
12919,Stockholm,Nagasaki,8029
12920,Stockholm,Nagoya,8114
12921,Stockholm,Nairobi,6948
12922,Stockholm,Nanjing (Nanking),7559
12923,Stockholm,Naples,2068
12924,Stockholm,New Delhi,5571
12925,Stockholm,Newcastle-on-Tyne,1274
12926,Stockholm,Odessa,1657
12927,Stockholm,Osaka,8110
12928,Stockholm,Oslo,419
12929,Stockholm,Panama City,9577
12930,Stockholm,Paramaribo,8514
12931,Stockholm,Paris,1545
12932,Stockholm,Perth,13446
12933,Stockholm,Plymouth,1713
12934,Stockholm,Port Moresby,13041
12935,Stockholm,Prague,1048
12936,Stockholm,Rangoon,7722
12937,Stockholm,Reykjavk,2138
12938,Stockholm,Rio de Janeiro,10703
12939,Stockholm,Rome,1971
12940,Stockholm,Salvador,9482
12941,Stockholm,Santiago,13089
12942,Stockholm,St. Petersburg,691
12943,Stockholm,So Paulo,10914
12944,Stockholm,Shanghai,7773
12945,Stockholm,Singapore,9654
12946,Stockholm,Sofia,1882
12947,Stockholm,Stockholm,0
12948,Stockholm,Sydney,15599
12949,Stockholm,Tananarive,9091
12950,Stockholm,Teheran,3568
12951,Stockholm,Tokyo,8178
12952,Stockholm,Tripoli,2950
12953,Stockholm,Venice,1586
12954,Stockholm,Veracruz,9469
12955,Stockholm,Vienna,1233
12956,Stockholm,Vladivostok,7126
12957,Stockholm,Warsaw,805
12958,Stockholm,Wellington,17446
12959,Stockholm,Zrich,1466
12960,Sydney,Aberdeen,16743
12961,Sydney,Adelaide,1140
12962,Sydney,Algiers,17111
12963,Sydney,Amsterdam,16642
12964,Sydney,Ankara,14584
12965,Sydney,Asuncin,12764
12966,Sydney,Athens,15314
12967,Sydney,Auckland,2169
12968,Sydney,Bangkok,7528
12969,Sydney,Barcelona,17171
12970,Sydney,Beijing,8953
12971,Sydney,Belm,15576
12972,Sydney,Belfast,17106
12973,Sydney,Belgrade,15665
12974,Sydney,Berlin,16090
12975,Sydney,Birmingham,17045
12976,Sydney,Bogot,14317
12977,Sydney,Bombay,10146
12978,Sydney,Bordeaux,17307
12979,Sydney,Bremen,16366
12980,Sydney,Brisbane,752
12981,Sydney,Bristol,17141
12982,Sydney,Brussels,16739
12983,Sydney,Bucharest,15221
12984,Sydney,Budapest,15773
12985,Sydney,Buenos Aires,11798
12986,Sydney,Cairo,14390
12987,Sydney,Calcutta,9127
12988,Sydney,Canton,7501
12989,Sydney,Cape Town,10992
12990,Sydney,Caracas,15350
12991,Sydney,Cayenne,15976
12992,Sydney,Chihuahua,12842
12993,Sydney,Chongqing,8487
12994,Sydney,Copenhagen,16040
12995,Sydney,Crdoba,11856
12996,Sydney,Dakar,17572
12997,Sydney,Darwin,3144
12998,Sydney,Djibouti,12366
12999,Sydney,Dublin,17216
13000,Sydney,Durban,10530
13001,Sydney,Edinburgh,16879
13002,Sydney,Frankfurt,16478
13003,Sydney,Georgetown,15748
13004,Sydney,Glasgow,16936
13005,Sydney,Guatemala City,13519
13006,Sydney,Guayaquil,13350
13007,Sydney,Hamburg,16272
13008,Sydney,Hammerfest,14897
13009,Sydney,Havana,14723
13010,Sydney,Helsinki,15197
13011,Sydney,Hobart,1036
13012,Sydney,Hong Kong,7375
13013,Sydney,Iquique,12584
13014,Sydney,Irkutsk,10628
13015,Sydney,Jakarta,5484
13016,Sydney,Johannesburg,11015
13017,Sydney,Kingston,14966
13018,Sydney,Kinshasa,13717
13019,Sydney,Kuala Lumpur,6603
13020,Sydney,La Paz,13026
13021,Sydney,Leeds,16940
13022,Sydney,Lima,12811
13023,Sydney,Lisbon,18165
13024,Sydney,Liverpool,17042
13025,Sydney,London,16988
13026,Sydney,Lyons,16876
13027,Sydney,Madrid,17672
13028,Sydney,Manchester,16996
13029,Sydney,Manila,6269
13030,Sydney,Marseilles,16884
13031,Sydney,Mazatln,12534
13032,Sydney,Mecca,13229
13033,Sydney,Melbourne,687
13034,Sydney,Mexico City,12995
13035,Sydney,Milan,16550
13036,Sydney,Montevideo,11850
13037,Sydney,Moscow,14494
13038,Sydney,Munich,16321
13039,Sydney,Nagasaki,7746
13040,Sydney,Nagoya,7823
13041,Sydney,Nairobi,12112
13042,Sydney,Nanjing (Nanking),8076
13043,Sydney,Naples,16160
13044,Sydney,New Delhi,10418
13045,Sydney,Newcastle-on-Tyne,16868
13046,Sydney,Odessa,14882
13047,Sydney,Osaka,7789
13048,Sydney,Oslo,15952
13049,Sydney,Panama City,14168
13050,Sydney,Paramaribo,15871
13051,Sydney,Paris,16959
13052,Sydney,Perth,3269
13053,Sydney,Plymouth,17292
13054,Sydney,Port Moresby,2761
13055,Sydney,Prague,16079
13056,Sydney,Rangoon,8111
13057,Sydney,Reykjavk,16637
13058,Sydney,Rio de Janeiro,13506
13059,Sydney,Rome,16314
13060,Sydney,Salvador,14701
13061,Sydney,Santiago,11339
13062,Sydney,St. Petersburg,14912
13063,Sydney,So Paulo,13356
13064,Sydney,Shanghai,7879
13065,Sydney,Singapore,6279
13066,Sydney,Sofia,15424
13067,Sydney,Stockholm,15599
13068,Sydney,Sydney,0
13069,Sydney,Tananarive,10020
13070,Sydney,Teheran,12873
13071,Sydney,Tokyo,7834
13072,Sydney,Tripoli,16127
13073,Sydney,Venice,16305
13074,Sydney,Veracruz,13251
13075,Sydney,Vienna,15971
13076,Sydney,Vladivostok,8795
13077,Sydney,Warsaw,15590
13078,Sydney,Wellington,2236
13079,Sydney,Zrich,16563
13080,Tananarive,Aberdeen,9619
13081,Tananarive,Adelaide,8915
13082,Tananarive,Algiers,7754
13083,Tananarive,Amsterdam,8923
13084,Tananarive,Ankara,6706
13085,Tananarive,Asuncin,10562
13086,Tananarive,Athens,6789
13087,Tananarive,Auckland,11710
13088,Tananarive,Bangkok,6838
13089,Tananarive,Barcelona,8164
13090,Tananarive,Beijing,9659
13091,Tananarive,Belm,10589
13092,Tananarive,Belfast,9606
13093,Tananarive,Belgrade,7593
13094,Tananarive,Berlin,8589
13095,Tananarive,Birmingham,9245
13096,Tananarive,Bogot,13511
13097,Tananarive,Bombay,5029
13098,Tananarive,Bordeaux,8588
13099,Tananarive,Bremen,8819
13100,Tananarive,Brisbane,10495
13101,Tananarive,Bristol,9206
13102,Tananarive,Brussels,8821
13103,Tananarive,Bucharest,7362
13104,Tananarive,Budapest,7904
13105,Tananarive,Buenos Aires,10201
13106,Tananarive,Cairo,5704
13107,Tananarive,Calcutta,6394
13108,Tananarive,Canton,8519
13109,Tananarive,Cape Town,3338
13110,Tananarive,Caracas,12951
13111,Tananarive,Cayenne,11215
13112,Tananarive,Chihuahua,17127
13113,Tananarive,Chongqing,8314
13114,Tananarive,Copenhagen,8914
13115,Tananarive,Crdoba,10839
13116,Tananarive,Dakar,8033
13117,Tananarive,Darwin,8870
13118,Tananarive,Djibouti,3408
13119,Tananarive,Dublin,9530
13120,Tananarive,Durban,2083
13121,Tananarive,Edinburgh,9571
13122,Tananarive,Frankfurt,8562
13123,Tananarive,Georgetown,11907
13124,Tananarive,Glasgow,9614
13125,Tananarive,Guatemala City,15534
13126,Tananarive,Guayaquil,13820
13127,Tananarive,Hamburg,8813
13128,Tananarive,Hammerfest,10119
13129,Tananarive,Havana,14819
13130,Tananarive,Helsinki,9017
13131,Tananarive,Hobart,9356
13132,Tananarive,Hong Kong,8564
13133,Tananarive,Iquique,11956
13134,Tananarive,Irkutsk,9628
13135,Tananarive,Jakarta,6551
13136,Tananarive,Johannesburg,2159
13137,Tananarive,Kingston,14169
13138,Tananarive,Kinshasa,3857
13139,Tananarive,Kuala Lumpur,6404
13140,Tananarive,La Paz,11984
13141,Tananarive,Leeds,9327
13142,Tananarive,Lima,13041
13143,Tananarive,Lisbon,8702
13144,Tananarive,Liverpool,9374
13145,Tananarive,London,9086
13146,Tananarive,Lyons,8371
13147,Tananarive,Madrid,8453
13148,Tananarive,Manchester,9344
13149,Tananarive,Manila,8851
13150,Tananarive,Marseilles,8144
13151,Tananarive,Mazatln,17273
13152,Tananarive,Mecca,4562
13153,Tananarive,Melbourne,9361
13154,Tananarive,Mexico City,16518
13155,Tananarive,Milan,8130
13156,Tananarive,Montevideo,10004
13157,Tananarive,Moscow,8346
13158,Tananarive,Munich,8260
13159,Tananarive,Nagasaki,10451
13160,Tananarive,Nagoya,11143
13161,Tananarive,Nairobi,2256
13162,Tananarive,Nanjing (Nanking),9462
13163,Tananarive,Naples,7472
13164,Tananarive,New Delhi,6160
13165,Tananarive,Newcastle-on-Tyne,9427
13166,Tananarive,Odessa,7451
13167,Tananarive,Osaka,10999
13168,Tananarive,Oslo,9370
13169,Tananarive,Panama City,14219
13170,Tananarive,Paramaribo,11558
13171,Tananarive,Paris,8748
13172,Tananarive,Perth,6907
13173,Tananarive,Plymouth,9205
13174,Tananarive,Port Moresby,10662
13175,Tananarive,Prague,8324
13176,Tananarive,Rangoon,6617
13177,Tananarive,Reykjavk,10937
13178,Tananarive,Rio de Janeiro,9276
13179,Tananarive,Rome,7656
13180,Tananarive,Salvador,9134
13181,Tananarive,Santiago,11266
13182,Tananarive,St. Petersburg,8896
13183,Tananarive,So Paulo,9578
13184,Tananarive,Shanghai,9642
13185,Tananarive,Singapore,6544
13186,Tananarive,Sofia,7274
13187,Tananarive,Stockholm,9091
13188,Tananarive,Sydney,10020
13189,Tananarive,Tananarive,0
13190,Tananarive,Teheran,6085
13191,Tananarive,Tokyo,11405
13192,Tananarive,Tripoli,6816
13193,Tananarive,Venice,7981
13194,Tananarive,Veracruz,16207
13195,Tananarive,Vienna,8077
13196,Tananarive,Vladivostok,10993
13197,Tananarive,Warsaw,8309
13198,Tananarive,Wellington,11403
13199,Tananarive,Zrich,8327
13200,Teheran,Aberdeen,4602
13201,Teheran,Adelaide,11934
13202,Teheran,Algiers,4322
13203,Teheran,Amsterdam,4083
13204,Teheran,Ankara,1713
13205,Teheran,Asuncin,13293
13206,Teheran,Athens,2496
13207,Teheran,Auckland,14984
13208,Teheran,Bangkok,5426
13209,Teheran,Barcelona,4298
13210,Teheran,Beijing,5572
13211,Teheran,Belm,11025
13212,Teheran,Belfast,4816
13213,Teheran,Belgrade,2813
13214,Teheran,Berlin,3521
13215,Teheran,Birmingham,4543
13216,Teheran,Bogot,12834
13217,Teheran,Bombay,2779
13218,Teheran,Bordeaux,4466
13219,Teheran,Bremen,3837
13220,Teheran,Brisbane,12711
13221,Teheran,Bristol,4586
13222,Teheran,Brussels,4099
13223,Teheran,Bucharest,2371
13224,Teheran,Budapest,2983
13225,Teheran,Buenos Aires,13805
13226,Teheran,Cairo,2003
13227,Teheran,Calcutta,3820
13228,Teheran,Canton,6022
13229,Teheran,Cape Town,8487
13230,Teheran,Caracas,11803
13231,Teheran,Cayenne,10949
13232,Teheran,Chihuahua,12490
13233,Teheran,Chongqing,5103
13234,Teheran,Copenhagen,3685
13235,Teheran,Crdoba,14167
13236,Teheran,Dakar,7200
13237,Teheran,Darwin,9856
13238,Teheran,Djibouti,2835
13239,Teheran,Dublin,4836
13240,Teheran,Durban,7617
13241,Teheran,Edinburgh,4649
13242,Teheran,Frankfurt,3786
13243,Teheran,Georgetown,11335
13244,Teheran,Glasgow,4716
13245,Teheran,Guatemala City,13151
13246,Teheran,Guayaquil,13805
13247,Teheran,Hamburg,3771
13248,Teheran,Hammerfest,4219
13249,Teheran,Havana,11883
13250,Teheran,Helsinki,3318
13251,Teheran,Hobart,13018
13252,Teheran,Hong Kong,6147
13253,Teheran,Iquique,14136
13254,Teheran,Irkutsk,4470
13255,Teheran,Jakarta,7397
13256,Teheran,Johannesburg,7323
13257,Teheran,Kingston,11954
13258,Teheran,Kinshasa,5851
13259,Teheran,Kuala Lumpur,6271
13260,Teheran,La Paz,13763
13261,Teheran,Leeds,4524
13262,Teheran,Lima,14257
13263,Teheran,Lisbon,5300
13264,Teheran,Liverpool,4620
13265,Teheran,London,4414
13266,Teheran,Lyons,4042
13267,Teheran,Madrid,4800
13268,Teheran,Manchester,4571
13269,Teheran,Manila,7203
13270,Teheran,Marseilles,4015
13271,Teheran,Mazatln,13069
13272,Teheran,Mecca,1968
13273,Teheran,Melbourne,12587
13274,Teheran,Mexico City,13154
13275,Teheran,Milan,3705
13276,Teheran,Montevideo,13633
13277,Teheran,Moscow,2469
13278,Teheran,Munich,3546
13279,Teheran,Nagasaki,6990
13280,Teheran,Nagoya,7442
13281,Teheran,Nairobi,4410
13282,Teheran,Nanjing (Nanking),6086
13283,Teheran,Naples,3295
13284,Teheran,New Delhi,2515
13285,Teheran,Newcastle-on-Tyne,4542
13286,Teheran,Odessa,2110
13287,Teheran,Osaka,7358
13288,Teheran,Oslo,3968
13289,Teheran,Panama City,12894
13290,Teheran,Paramaribo,11144
13291,Teheran,Paris,4232
13292,Teheran,Perth,10062
13293,Teheran,Plymouth,4693
13294,Teheran,Port Moresby,11100
13295,Teheran,Prague,3383
13296,Teheran,Rangoon,4834
13297,Teheran,Reykjavk,5706
13298,Teheran,Rio de Janeiro,11897
13299,Teheran,Rome,3441
13300,Teheran,Salvador,10860
13301,Teheran,Santiago,14823
13302,Teheran,St. Petersburg,3098
13303,Teheran,So Paulo,12218
13304,Teheran,Shanghai,6349
13305,Teheran,Singapore,6596
13306,Teheran,Sofia,2552
13307,Teheran,Stockholm,3568
13308,Teheran,Sydney,12873
13309,Teheran,Tananarive,6085
13310,Teheran,Teheran,0
13311,Teheran,Tokyo,7636
13312,Teheran,Tripoli,3530
13313,Teheran,Venice,3458
13314,Teheran,Veracruz,13036
13315,Teheran,Vienna,3202
13316,Teheran,Vladivostok,6672
13317,Teheran,Warsaw,3030
13318,Teheran,Wellington,15109
13319,Teheran,Zrich,3765
13320,Tokyo,Aberdeen,9093
13321,Tokyo,Adelaide,7849
13322,Tokyo,Algiers,10800
13323,Tokyo,Amsterdam,9293
13324,Tokyo,Ankara,8765
13325,Tokyo,Asuncin,17988
13326,Tokyo,Athens,9512
13327,Tokyo,Auckland,8837
13328,Tokyo,Bangkok,4607
13329,Tokyo,Barcelona,10419
13330,Tokyo,Beijing,2097
13331,Tokyo,Belm,16118
13332,Tokyo,Belfast,9453
13333,Tokyo,Belgrade,9175
13334,Tokyo,Berlin,8922
13335,Tokyo,Birmingham,9539
13336,Tokyo,Bogot,14311
13337,Tokyo,Bombay,6740
13338,Tokyo,Bordeaux,10211
13339,Tokyo,Bremen,9071
13340,Tokyo,Brisbane,7160
13341,Tokyo,Bristol,9653
13342,Tokyo,Brussels,9450
13343,Tokyo,Bucharest,8883
13344,Tokyo,Budapest,9048
13345,Tokyo,Buenos Aires,18365
13346,Tokyo,Cairo,9562
13347,Tokyo,Calcutta,5135
13348,Tokyo,Canton,2908
13349,Tokyo,Cape Town,14740
13350,Tokyo,Caracas,14165
13351,Tokyo,Cayenne,15341
13352,Tokyo,Chihuahua,10088
13353,Tokyo,Chongqing,3157
13354,Tokyo,Copenhagen,8695
13355,Tokyo,Crdoba,17756
13356,Tokyo,Dakar,13926
13357,Tokyo,Darwin,5433
13358,Tokyo,Djibouti,9858
13359,Tokyo,Dublin,9590
13360,Tokyo,Durban,13478
13361,Tokyo,Edinburgh,9243
13362,Tokyo,Frankfurt,9336
13363,Tokyo,Georgetown,14936
13364,Tokyo,Glasgow,9284
13365,Tokyo,Guatemala City,12322
13366,Tokyo,Guayaquil,14488
13367,Tokyo,Hamburg,8980
13368,Tokyo,Hammerfest,7165
13369,Tokyo,Havana,12116
13370,Tokyo,Helsinki,7820
13371,Tokyo,Hobart,8766
13372,Tokyo,Hong Kong,2881
13373,Tokyo,Iquique,16632
13374,Tokyo,Irkutsk,3340
13375,Tokyo,Jakarta,5795
13376,Tokyo,Johannesburg,13542
13377,Tokyo,Kingston,12914
13378,Tokyo,Kinshasa,13359
13379,Tokyo,Kuala Lumpur,5324
13380,Tokyo,La Paz,16508
13381,Tokyo,Leeds,9397
13382,Tokyo,Lima,15485
13383,Tokyo,Lisbon,11146
13384,Tokyo,Liverpool,9479
13385,Tokyo,London,9559
13386,Tokyo,Lyons,9896
13387,Tokyo,Madrid,10765
13388,Tokyo,Manchester,9446
13389,Tokyo,Manila,3000
13390,Tokyo,Marseilles,10093
13391,Tokyo,Mazatln,10466
13392,Tokyo,Mecca,9482
13393,Tokyo,Melbourne,8184
13394,Tokyo,Mexico City,11304
13395,Tokyo,Milan,9722
13396,Tokyo,Montevideo,18569
13397,Tokyo,Moscow,7484
13398,Tokyo,Munich,9374
13399,Tokyo,Nagasaki,955
13400,Tokyo,Nagoya,262
13401,Tokyo,Nairobi,11256
13402,Tokyo,Nanjing (Nanking),1964
13403,Tokyo,Naples,9852
13404,Tokyo,New Delhi,5845
13405,Tokyo,Newcastle-on-Tyne,9285
13406,Tokyo,Odessa,8458
13407,Tokyo,Osaka,406
13408,Tokyo,Oslo,8408
13409,Tokyo,Panama City,13568
13410,Tokyo,Paramaribo,15150
13411,Tokyo,Paris,9722
13412,Tokyo,Perth,7920
13413,Tokyo,Plymouth,9807
13414,Tokyo,Port Moresby,5072
13415,Tokyo,Prague,9075
13416,Tokyo,Rangoon,4788
13417,Tokyo,Reykjavk,8809
13418,Tokyo,Rio de Janeiro,18572
13419,Tokyo,Rome,9861
13420,Tokyo,Salvador,17480
13421,Tokyo,Santiago,17222
13422,Tokyo,St. Petersburg,7599
13423,Tokyo,So Paulo,18535
13424,Tokyo,Shanghai,1766
13425,Tokyo,Singapore,5320
13426,Tokyo,Sofia,9180
13427,Tokyo,Stockholm,8178
13428,Tokyo,Sydney,7834
13429,Tokyo,Tananarive,11405
13430,Tokyo,Teheran,7636
13431,Tokyo,Tokyo,0
13432,Tokyo,Tripoli,10574
13433,Tokyo,Venice,9567
13434,Tokyo,Veracruz,11542
13435,Tokyo,Vienna,9132
13436,Tokyo,Vladivostok,1066
13437,Tokyo,Warsaw,8583
13438,Tokyo,Wellington,9272
13439,Tokyo,Zrich,9586
13440,Tripoli,Aberdeen,2933
13441,Tripoli,Adelaide,15036
13442,Tripoli,Algiers,1024
13443,Tripoli,Amsterdam,2260
13444,Tripoli,Ankara,1921
13445,Tripoli,Asuncin,9900
13446,Tripoli,Athens,1102
13447,Tripoli,Auckland,18280
13448,Tripoli,Bangkok,8934
13449,Tripoli,Barcelona,1353
13450,Tripoli,Beijing,8712
13451,Tripoli,Belm,7496
13452,Tripoli,Belfast,2836
13453,Tripoli,Belgrade,1467
13454,Tripoli,Berlin,2173
13455,Tripoli,Birmingham,2481
13456,Tripoli,Bogot,9495
13457,Tripoli,Bombay,6076
13458,Tripoli,Bordeaux,1771
13459,Tripoli,Bremen,2265
13460,Tripoli,Brisbane,16140
13461,Tripoli,Bristol,2423
13462,Tripoli,Brussels,2118
13463,Tripoli,Bucharest,1693
13464,Tripoli,Budapest,1691
13465,Tripoli,Buenos Aires,10583
13466,Tripoli,Cairo,1748
13467,Tripoli,Calcutta,7339
13468,Tripoli,Canton,9504
13469,Tripoli,Cape Town,7454
13470,Tripoli,Caracas,8471
13471,Tripoli,Cayenne,7438
13472,Tripoli,Chihuahua,10644
13473,Tripoli,Chongqing,8546
13474,Tripoli,Copenhagen,2526
13475,Tripoli,Crdoba,10821
13476,Tripoli,Dakar,3700
13477,Tripoli,Darwin,13326
13478,Tripoli,Djibouti,3864
13479,Tripoli,Dublin,2742
13480,Tripoli,Durban,7230
13481,Tripoli,Edinburgh,2848
13482,Tripoli,Frankfurt,1944
13483,Tripoli,Georgetown,7871
13484,Tripoli,Glasgow,2879
13485,Tripoli,Guatemala City,10359
13486,Tripoli,Guayaquil,10430
13487,Tripoli,Hamburg,2304
13488,Tripoli,Hammerfest,4237
13489,Tripoli,Havana,9121
13490,Tripoli,Helsinki,3147
13491,Tripoli,Hobart,15895
13492,Tripoli,Hong Kong,9632
13493,Tripoli,Iquique,10619
13494,Tripoli,Irkutsk,7236
13495,Tripoli,Jakarta,10720
13496,Tripoli,Johannesburg,6762
